iter	Logloss
120	0.2012007565
121	0.2006928121
122	0.2001224511
123	0.1993693576
124	0.1989414361
125	0.1982825051
126	0.197844962
127	0.1972141879
128	0.1966992043
129	0.1961408593
130	0.1953955359
131	0.1947919004
132	0.193901656
133	0.1928970959
134	0.1921136238
135	0.1912207564
136	0.1908316703
137	0.1905219134
138	0.1897094833
139	0.1890139991
140	0.1882253858
141	0.1877150573
142	0.1873103891
143	0.186861752
144	0.1865144604
145	0.1859348478
146	0.1849292864
147	0.1842107027
148	0.1837716485
149	0.1832695123
150	0.1826621555
151	0.1819505506
152	0.1814727204
153	0.1811049092
154	0.1804809108
155	0.1799453071
156	0.1794551702
157	0.1785688765
158	0.1778910456
159	0.1774205033
160	0.1767180551
161	0.1760581273
162	0.1754742231
163	0.1751462814
164	0.1747801818
165	0.1740238935
166	0.1734209426
167	0.1727693196
168	0.1724323261
169	0.1719945568
170	0.171479942
171	0.1710319043
172	0.1705899083
173	0.1700817486
174	0.1693049224
175	0.1690760733
176	0.1684844234
177	0.1679190358
178	0.1674923466
179	0.167206371
180	0.1666900626
181	0.1661494553
182	0.1656920932
183	0.1652225589
184	0.1646712728
185	0.1640262741
186	0.1637823678
187	0.1634036612
188	0.1631526532
189	0.162841878
190	0.1622943569
191	0.1619389983
192	0.1615478979
193	0.1612187072
194	0.1606805604
195	0.1602316807
196	0.159764872
197	0.1593756182
198	0.1589367655
199	0.1586381361
200	0.1583793158
201	0.1581457133
202	0.1578271025
203	0.1572225658
204	0.1568600093
205	0.1564802709
206	0.1558334193
207	0.1555078986
208	0.1551044135
209	0.1545745645
210	0.1541554928
211	0.1537810922
212	0.1533276283
213	0.1530819521
214	0.1528701557
215	0.1526117962
216	0.1522781131
217	0.1519364395
218	0.151517778
219	0.1512097659
220	0.1510629633
221	0.1507682049
222	0.1503405902
223	0.1499475621
224	0.1491730814
225	0.1489875307
226	0.1485588304
227	0.1481676976
228	0.1477895847
229	0.1474560483
230	0.1470915313
231	0.1468040781
232	0.146478781
233	0.1459513272
234	0.1453350104
235	0.1450585031
236	0.1447326998
237	0.1443946911
238	0.1438693948
239	0.1434835555
240	0.1431691162
241	0.1429487178
242	0.1426236435
243	0.1423763248
244	0.1420882179
245	0.1416808637
246	0.1414116399
247	0.1411096606
248	0.1406070557
249	0.1402420069
250	0.1398840996
251	0.1395186972
252	0.1390647569
253	0.1386416476
254	0.1382076267
255	0.1379067336
256	0.1375528207
257	0.1372867441
258	0.1370756198
259	0.1367262389
260	0.136573691
261	0.1363401238
262	0.136059037
263	0.13576345
264	0.1354669867
265	0.135269114
266	0.1350432714
267	0.1348620106
268	0.1347257399
269	0.1344706793
270	0.1341841661
271	0.1339235642
272	0.1335909641
273	0.1332395171
274	0.1328798117
275	0.1325985108
276	0.1322145863
277	0.1320793625
278	0.1318063695
279	0.1315393158
280	0.1311477076
281	0.130909312
282	0.1305313121
283	0.1303771645
284	0.1299594749
285	0.1296176676
286	0.1291972035
287	0.1289331341
288	0.1287462037
289	0.1284685381
290	0.1282249367
291	0.1280862254
292	0.1277560899
293	0.1275191888
294	0.1272611193
295	0.1270157602
296	0.126881188
297	0.1266865826
298	0.1264799874
299	0.1262724915
300	0.1259591091
301	0.1257785286
302	0.1256462174
303	0.1254804713
304	0.1251676597
305	0.1250031172
306	0.1246644396
307	0.1243708029
308	0.1242099282
309	0.1239310651
310	0.1237163109
311	0.12336401
312	0.1229839002
313	0.1226722278
314	0.1225177951
315	0.1222355711
316	0.1220165807
317	0.1217125016
318	0.1215112249
319	0.121348174
320	0.1210173764
321	0.120869633
322	0.1205725843
323	0.1203599249
324	0.1202434401
325	0.1200238732
326	0.1197563938
327	0.1194791605
328	0.1193466812
329	0.1191895355
330	0.1188356635
331	0.1186688462
332	0.1182845901
333	0.1180672862
334	0.1177989143
335	0.1176082663
336	0.1174437099
337	0.1171715914
338	0.117087674
339	0.1168351499
340	0.1164874273
341	0.1163158566
342	0.1161646416
343	0.1159549258
344	0.1156170777
345	0.1154751127
346	0.1153127263
347	0.1151207706
348	0.1147977762
349	0.1145432492
350	0.1144184178
351	0.1140819095
352	0.1140168334
353	0.1138655191
354	0.1136844098
355	0.1135653618
356	0.1134107459
357	0.1132606867
358	0.1130484771
359	0.1128120943
360	0.1124989255
361	0.1122376951
362	0.1120309123
363	0.1118314504
364	0.1117043569
365	0.1115875756
366	0.1114642098
367	0.1113019297
368	0.1111094061
369	0.110863675
370	0.1106572568
371	0.1103462894
372	0.1100532881
373	0.1099024772
374	0.1096438584
375	0.1094885331
376	0.1093572174
377	0.1091878127
378	0.1088603162
379	0.1087277675
380	0.1086097791
381	0.1084263036
382	0.1082527583
383	0.1081065921
384	0.1078551836
385	0.1077385144
386	0.1076555463
387	0.1074911236
388	0.1072607239
389	0.1070947973
390	0.1069776259
391	0.1068746894
392	0.1067284974
393	0.1065855391
394	0.1064173137
395	0.1062768637
396	0.1060049483
397	0.1058725639
398	0.1057766045
399	0.1055722702
400	0.1054126773
401	0.1052941267
402	0.1050808011
403	0.1048437297
404	0.1047453409
405	0.1043596219
406	0.1041702889
407	0.104033958
408	0.1038453738
409	0.1036505913
410	0.1034907288
411	0.1033793723
412	0.1032166735
413	0.1029854746
414	0.1028441181
415	0.1027121902
416	0.1025439624
417	0.1022756549
418	0.1021028484
419	0.1018829722
420	0.1017258123
421	0.1015862473
422	0.1013670557
423	0.1012376628
424	0.1010771749
425	0.1009778844
426	0.100832523
427	0.1005812002
428	0.100446496
429	0.1003352352
430	0.10020577
431	0.1001091629
432	0.1000422271
433	0.09996780843
434	0.09985289397
435	0.09965322079
436	0.09960076745
437	0.09942310744
438	0.09924778782
439	0.09906242286
440	0.09896607434
441	0.09882316147
442	0.09869213356
443	0.09856800334
444	0.09839469436
445	0.09823719945
446	0.09815058081
447	0.09794479833
448	0.09779518933
449	0.09766571493
450	0.09749200557
451	0.09735040853
452	0.09721546209
453	0.09704880929
454	0.09682100208
455	0.09662474357
456	0.09657586148
457	0.0964815385
458	0.09638944107
459	0.09615830373
460	0.0959224251
461	0.09567956136
462	0.09558002981
463	0.09546752598
464	0.09526343999
465	0.09506449181
466	0.09498076071
467	0.09488768727
468	0.09478454054
469	0.09470007005
470	0.09446551556
471	0.0944102711
472	0.09428076381
473	0.09407988002
474	0.09391783575
475	0.09381606568
476	0.09367278716
477	0.09354909942
478	0.09350200321
479	0.09340448286
480	0.09328844854
481	0.09314591779
482	0.09305799406
483	0.09291045956
484	0.09272606641
485	0.09262741611
486	0.09255205311
487	0.09241551231
488	0.09225641037
489	0.09209178488
490	0.09197061818
491	0.09186160355
492	0.09174488612
493	0.09166158631
494	0.0915949511
495	0.09147743669
496	0.09135581012
497	0.09128385814
498	0.09106931713
499	0.09091150473
500	0.09080751622
501	0.09066022336
502	0.09055747889
503	0.09038867329
504	0.09026088529
505	0.09009839774
506	0.09001898115
507	0.08979535468
508	0.08963941422
509	0.08951710629
510	0.08941258662
511	0.08921716613
512	0.08908959908
513	0.08899818662
514	0.08888366879
515	0.08866710494
516	0.08854668694
517	0.08847102504
518	0.08835791519
519	0.08826920191
520	0.08817188108
521	0.08806493126
522	0.08786685525
523	0.08770472983
524	0.08763682236
525	0.08743960507
526	0.08731487159
527	0.08720538925
528	0.08715437558
529	0.08696055117
530	0.08681014002
531	0.08663898914
532	0.08642193277
533	0.08638828695
534	0.08624183461
535	0.08611596589
536	0.08591833964
537	0.08583533472
538	0.08578932799
539	0.08569940959
540	0.08557714254
541	0.08540846711
542	0.08532507014
543	0.08524632611
544	0.08514834961
545	0.08505014113
546	0.08495501177
547	0.08481062785
548	0.08463605996
549	0.08448397453
550	0.08442112422
551	0.08436398427
552	0.08424749961
553	0.08418671755
554	0.08400596369
555	0.08395178992
556	0.08383521519
557	0.08371281871
558	0.08358964313
559	0.08346982092
560	0.08332548186
561	0.08321361133
562	0.0830782157
563	0.08296602236
564	0.0828666337
565	0.08273192126
566	0.08261427246
567	0.08246158071
568	0.08236202551
569	0.08231440319
570	0.08221404924
571	0.08214028117
572	0.08208919316
573	0.08198202825
574	0.08184611849
575	0.08175299833
576	0.08164723471
577	0.08161034351
578	0.08154897478
579	0.08141482336
580	0.08129838828
581	0.08127014503
582	0.08116487942
583	0.08102106348
584	0.08095144972
585	0.08085236854
586	0.08078128054
587	0.0807106068
588	0.08056752153
589	0.08045032378
590	0.08035289077
591	0.08026141335
592	0.08015962362
593	0.08009921167
594	0.07993770929
595	0.07987364082
596	0.0797497549
597	0.07959161307
598	0.07946315413
599	0.07937499018
600	0.07925368411
601	0.07911977286
602	0.07897087326
603	0.07887979964
604	0.0787284702
605	0.07854240913
606	0.07848191619
607	0.07836878599
608	0.0782827925
609	0.07808452027
610	0.07800076895
611	0.07789779195
612	0.0778119012
613	0.0776378027
614	0.0775744322
615	0.07740891104
616	0.07728506215
617	0.077209286
618	0.07703515477
619	0.07690924229
620	0.07685463878
621	0.07673514467
622	0.07662557808
623	0.07657201689
624	0.07648956464
625	0.07633194019
626	0.07621064063
627	0.07609130196
628	0.07603634761
629	0.07595379464
630	0.07589569427
631	0.07581916857
632	0.07570130334
633	0.07559963395
634	0.07549592053
635	0.07539910211
636	0.075218134
637	0.07511659269
638	0.07498562788
639	0.074889392
640	0.07474328331
641	0.07462860538
642	0.07452582448
643	0.07443218856
644	0.07429028584
645	0.07414430412
646	0.07400221698
647	0.07389126573
648	0.07381685836
649	0.07370941601
650	0.07368943689
651	0.07357650994
652	0.07339883841
653	0.07336136354
654	0.0732450535
655	0.07307696352
656	0.07294162183
657	0.07285867071
658	0.07277607511
659	0.07268377898
660	0.072537075
661	0.07248974039
662	0.07238657977
663	0.0722764948
664	0.07221640018
665	0.07208699708
666	0.07196342273
667	0.0718795764
668	0.0717422337
669	0.07166945568
670	0.07157821177
671	0.07148522369
672	0.07138083538
673	0.07126620766
674	0.07118964617
675	0.07111270524
676	0.0710907314
677	0.07100478544
678	0.07092442854
679	0.07082685251
680	0.07069566393
681	0.0705503761
682	0.070486761
683	0.07039406201
684	0.07037214419
685	0.07033469227
686	0.07029913945
687	0.0702318956
688	0.07016933588
689	0.07011390014
690	0.07006381757
691	0.06999561286
692	0.06990816363
693	0.06982629686
694	0.06976142534
695	0.06973608272
696	0.0696008695
697	0.06950711247
698	0.06943491974
699	0.06937556877
700	0.0692689978
701	0.0691890245
702	0.06908560285
703	0.06897519198
704	0.06890433885
705	0.06869665964
706	0.06861339285
707	0.06846305823
708	0.06838119427
709	0.06827547443
710	0.06820084342
711	0.06812264005
712	0.0681030871
713	0.06809034729
714	0.06797489934
715	0.06782061441
716	0.06772763183
717	0.06765088877
718	0.06759374266
719	0.06750513257
720	0.06744717418
721	0.06741583922
722	0.06733841717
723	0.06731474757
724	0.06726542203
725	0.06715648729
726	0.0671126095
727	0.06705441227
728	0.06700143894
729	0.06694393835
730	0.066821374
731	0.06674884567
732	0.06666411017
733	0.06657451546
734	0.0665014012
735	0.06646633582
736	0.06639283894
737	0.06630585579
738	0.06625696709
739	0.06614975143
740	0.06609214024
741	0.06599527416
742	0.06587159753
743	0.06580169957
744	0.06568817434
745	0.06565097426
746	0.06558357334
747	0.06551358966
748	0.06542435599
749	0.06533315722
750	0.06526551446
751	0.06521937267
752	0.06515003357
753	0.06506353193
754	0.06491582661
755	0.06480494957
756	0.06472922307
757	0.06466559094
758	0.06460080829
759	0.06455045778
760	0.06448205191
761	0.06438309457
762	0.06435278381
763	0.0642420808
764	0.06416551516
765	0.06410818062
766	0.0640496906
767	0.06395539193
768	0.06387961116
769	0.06385556682
770	0.06379366939
771	0.06375379671
772	0.06367012544
773	0.06362889031
774	0.06355937256
775	0.06350718208
776	0.06346903068
777	0.06344057144
778	0.06340489908
779	0.06333947035
780	0.06331107266
781	0.06325196661
782	0.06321173883
783	0.06316286639
784	0.06308440058
785	0.06302684798
786	0.06299035523
787	0.06291108314
788	0.06283509603
789	0.06273781272
790	0.06270734166
791	0.06264477316
792	0.06256118859
793	0.06248140674
794	0.06241070818
795	0.06236419917
796	0.0623358779
797	0.06228937097
798	0.06228225804
799	0.06217976437
800	0.06204290452
801	0.0619961801
802	0.06194395113
803	0.06188383643
804	0.06178245704
805	0.06169331153
806	0.06160262819
807	0.06154290776
808	0.06143542709
809	0.06139767937
810	0.06135641123
811	0.06128847394
812	0.0612317963
813	0.06113020572
814	0.06108708352
815	0.06101608943
816	0.06097175616
817	0.06091172501
818	0.06082556508
819	0.06072910851
820	0.06068968223
821	0.06063191336
822	0.06062075744
823	0.06060450326
824	0.06051486167
825	0.06043326943
826	0.06031800404
827	0.06025136736
828	0.06020783797
829	0.0601557492
830	0.06012608026
831	0.06002158924
832	0.0599175911
833	0.05984988652
834	0.0598144457
835	0.05976239668
836	0.05969730037
837	0.05959077384
838	0.05949980917
839	0.05940220519
840	0.05934028395
841	0.05930691635
842	0.05922624729
843	0.05913022542
844	0.05905352895
845	0.05898104057
846	0.05893636361
847	0.0588781646
848	0.05882057839
849	0.05873756514
850	0.05870057509
851	0.05859770744
852	0.05853646335
853	0.05850072739
854	0.05845750271
855	0.05834059949
856	0.05832366566
857	0.05828011317
858	0.05815751655
859	0.05809684586
860	0.05803930292
861	0.05797654331
862	0.0578821367
863	0.05782383593
864	0.05776554898
865	0.05767584076
866	0.05764967131
867	0.05764399908
868	0.05758325288
869	0.0575318158
870	0.0575148585
871	0.05746217328
872	0.05742158483
873	0.05738373314
874	0.05733558176
875	0.05724977567
876	0.05717195844
877	0.05710328918
878	0.05706577737
879	0.05701802725
880	0.05696120066
881	0.05691843884
882	0.05687182877
883	0.05682748252
884	0.05673230058
885	0.05667615805
886	0.0566418633
887	0.05656510822
888	0.05653915855
889	0.05647800593
890	0.05642096885
891	0.05637314927
892	0.05632054366
893	0.05625682301
894	0.05620314326
895	0.05610928139
896	0.05607872913
897	0.05600680605
898	0.05590206832
899	0.05582056236
900	0.05575873885
901	0.05568632102
902	0.05559357299
903	0.05552746048
904	0.05543850483
905	0.05535464359
906	0.05529977871
907	0.05524212148
908	0.05520691278
909	0.05518160854
910	0.05513608718
911	0.05506867795
912	0.05501699396
913	0.05493444658
914	0.05487383527
915	0.0548309419
916	0.05478917599
917	0.05473556377
918	0.05471478035
919	0.05464108462
920	0.05458546073
921	0.05452103864
922	0.0544872133
923	0.05442680239
924	0.05440369315
925	0.05435191971
926	0.05430447964
927	0.05427912919
928	0.05421199052
929	0.05419978054
930	0.05412640837
931	0.05408090186
932	0.05401012479
933	0.05398820853
934	0.05396863321
935	0.05391753108
936	0.05386392681
937	0.05381212929
938	0.05376832026
939	0.05370452104
940	0.05366288461
941	0.05359450336
942	0.0535616703
943	0.05352504713
944	0.05344399649
945	0.05340897108
946	0.05331821843
947	0.0532790658
948	0.05325099903
949	0.05318955485
950	0.0531051463
951	0.05304568876
952	0.05300743584
953	0.0529609095
954	0.05289088051
955	0.0528274927
956	0.05278625537
957	0.05272437331
958	0.05268193541
959	0.05265641032
960	0.05261671818
961	0.05258163352
962	0.05254358953
963	0.0524565291
964	0.05238411907
965	0.05234111202
966	0.05226302181
967	0.05222697079
968	0.05220871869
969	0.05216737036
970	0.05210023549
971	0.05204065526
972	0.05199408259
973	0.05192690998
974	0.05186734041
975	0.0518090372
976	0.05178397843
977	0.05174372117
978	0.0516982276
979	0.05164705488
980	0.05158850298
981	0.05153981923
982	0.05149736425
983	0.05146174974
984	0.05144513442
985	0.05142013888
986	0.05133168119
987	0.05125108428
988	0.05121173143
989	0.0511511728
990	0.05107336709
991	0.05102400788
992	0.05099535352
993	0.05095316049
994	0.0508443332
995	0.05082270788
996	0.05076104019
997	0.05072411049
998	0.05069009719
999	0.05063032762
